fold	run	calibration_excluded	damping	events	support_mode	support_runs	support_run_count	support_events	support_two_sided	support_shrink_alpha	fit_entries	fit_ok	fit_reasons	fit_mu_mev	fit_mu_residual_mev	fit_mu_err_mev	fit_sigma_mev	group_full_energy_scale	period_full_energy_scale	full_energy_scale	applied_energy_scale	clipped
full_sample	4506	0	1.0	7153	run_local	4506	1	7153	0	1.0	3994	1	pass	134.73390472582818	-0.24269527417180825	0.08884229584020426	3.9350709179680243	nan	0.9999664974352799	1.0018012932577414	1.0018012932577414	0
full_sample	4507	0	1.0	9228	run_local	4507	1	9228	0	1.0	5215	1	pass	134.69539553902817	-0.2812044609718214	0.07433329754812762	3.9456499338811724	nan	0.9999664974352799	1.002087706560766	1.002087706560766	0
full_sample	4508	0	1.0	7745	run_local	4508	1	7745	0	1.0	4731	1	pass	134.70131521841822	-0.2752847815817745	0.07336140885537537	3.7236227086071616	nan	0.9999664974352799	1.002043668104765	1.002043668104765	0
full_sample	4509	0	1.0	2064	run_local	4509	1	2064	0	1.0	1093	1	pass	134.97055968247983	-0.006040317520159988	0.18371895041476544	4.147417996373954	nan	0.9999664974352799	1.000044752852284	1.000044752852284	0
full_sample	4551	0	1.0	23973	run_local	4551	1	23973	0	1.0	13491	1	pass	134.6022993773303	-0.37430062266969344	0.0564698775217917	4.276681476407551	nan	0.9999664974352799	1.0027807892168352	1.0027807892168352	0
full_sample	4552	1	1.0	0	chronological_group_two_sided	4551,4555	2	45786	1	1.0	26010	1	pass	134.61232485120635	-0.364275148793638	0.04093234504163411	4.324413504490224	1.0027061054713697	0.9999664974352799	1.0027061054713697	1.0027061054713697	0
full_sample	4555	0	1.0	21813	run_local	4555	1	21813	0	1.0	12519	1	pass	134.625741104388	-0.35085889561199224	0.059352411799137195	4.386456604663604	nan	0.9999664974352799	1.0026061798637746	1.0026061798637746	0
full_sample	4556	0	1.0	6261	run_local	4556	1	6261	0	1.0	3739	1	pass	134.6206886916038	-0.3559113083962018	0.1004442338496302	4.109278873288074	nan	0.9999664974352799	1.0026438084060878	1.0026438084060878	0
full_sample	4557	0	1.0	3981	run_local	4557	1	3981	0	1.0	2559	1	pass	134.56904171711594	-0.4075582828840538	0.10059594762461806	3.6352986175905895	nan	0.9999664974352799	1.0030286184525323	1.0030286184525323	0
full_sample	4558	0	1.0	2561	run_local	4558	1	2561	0	1.0	1474	1	pass	134.54073211958465	-0.4358678804153442	0.16897499746736175	4.288655725286457	nan	0.9999664974352799	1.003239672280272	1.003239672280272	0
